,index,Longitude,Latitude,Values
0,38967,-0.17441527542739313,51.49885296103955,28.894344535485562
1,38968,-0.17442978701343337,51.498844982720264,21.862784102585366
2,38969,-0.17442350701705436,51.49885887505923,20.96363477869543
3,38970,-0.17443120905995932,51.49884497919625,20.879840187882355
4,38977,-0.17438959471093793,51.49897887176339,29.283792900045583
5,38981,-0.17439157898135058,51.49897885260276,28.640677496587138
6,38982,-0.17439084079509864,51.498979926231016,28.620134972210774
7,38992,-0.17439319117590585,51.49881932453105,31.793903953963444
8,38993,-0.17439627085552534,51.49882139237027,32.61398687795682
9,38994,-0.17439286212147043,51.498821642639456,31.827788613205705
10,39002,-0.17440672025128204,51.49878116019216,21.291380253404284
11,39004,-0.17440382753579142,51.49878188830643,22.736362454922457
12,39023,-0.1744308600665811,51.49884424365662,21.152637507504963
13,39024,-0.17443171983121694,51.49884425252811,20.692395860044073
14,39036,-0.17435058945702656,51.49886592249321,38.80773654863297
15,39047,-0.17444118785445561,51.49896935291901,12.597098415606062
16,39048,-0.17442564252490117,51.498968159096705,13.688862314573232
17,39049,-0.1744576352122745,51.49896194347432,11.111908546249055
18,39050,-0.17443325002766485,51.498957429573515,12.723980315748452
19,39055,-0.17442335829081795,51.49882745394903,23.70454701012705
20,39056,-0.1744102267249308,51.49882394567124,29.045610900763524
21,39057,-0.1744238305787263,51.49882502959426,23.137245548834116
22,39058,-0.17446383428270484,51.49896569972669,11.869707862888173
23,39074,-0.17446396866076586,51.4988029241628,5.166129154666818
24,39075,-0.17447189631072713,51.498809215570745,4.933646842895988
25,39076,-0.17445852200887418,51.49881178585243,5.4519776894372125
26,39077,-0.17445669974492578,51.49879994398209,5.405968795030572
27,39078,-0.17445714931618697,51.49879834690789,5.359064103049708
28,39079,-0.17447404610956446,51.498806077107645,4.76538355066958
29,39080,-0.17447248603606963,51.49879082544738,4.3546898207724904
30,39087,-0.17436714531299274,51.49885003182887,37.4438454823124
31,39088,-0.1744242120917105,51.49895541491637,13.734483586527794
32,39090,-0.1744949860359275,51.49885076185461,5.401083990527605
33,39091,-0.17448792568764834,51.49886148417434,5.873522529858448
34,39092,-0.17448780905242756,51.49884938705939,5.349687332613183
35,39093,-0.17448404836533637,51.498860741449434,5.845755799522519
36,39094,-0.17438606268326226,51.498891514728854,35.64743860763974
37,39095,-0.17438628679054122,51.49889632505049,36.2033742604027
38,39096,-0.17438033517571655,51.49889405949645,42.50711621303532
39,39100,-0.17444792600886794,51.49883442423215,9.44380259108371
40,39101,-0.1744500767224141,51.49882653827641,8.512491324098637
41,39102,-0.17445877004324606,51.49883560054265,8.385884695812706
42,39129,-0.17437994725135952,51.498790110281604,23.270268495639115
43,39131,-0.17438236172583238,51.49878904533083,21.376370763102372
44,39135,-0.17442960878431196,51.498809070680444,15.97518431297718
45,39136,-0.17441014462287874,51.49880557955905,21.32631887375495
46,39137,-0.1744275223281753,51.49880239278201,17.280308370968513
47,39138,-0.17441383361138738,51.49879866380117,21.191457013863797
48,39139,-0.1744994157593322,51.49897700474373,11.233183027386273
49,39140,-0.1745004870010021,51.49897717907717,11.201896225054323
50,39141,-0.1744996779705818,51.498977385436554,11.216805958369623
51,39160,-0.17436836326822072,51.49885000978142,37.400698562149536
52,39161,-0.17436836793432084,51.49885009281383,37.42053187567874
53,39162,-0.17436814842499476,51.49885006412986,37.68104973705252
54,39176,-0.17438108469093969,51.49879311201694,23.04707134064818
55,39177,-0.1743776703340239,51.49879195069788,24.023215378574413
56,39187,-0.17444880225904977,51.498801175236125,8.439113382656416
57,39188,-0.1744549194715654,51.498798651310885,5.772744326910548
58,39189,-0.17443637292341893,51.49880856974564,13.548425922363743
59,39190,-0.17443353887871685,51.498803936556456,14.148099993438873
60,39191,-0.17445238670301996,51.49879662881408,6.68206192146887
61,39192,-0.17445632946129122,51.49879560304094,5.230775630923368
62,39193,-0.1744450373865977,51.4989279035326,11.28540493509944
63,39194,-0.17442945066125368,51.49893756112302,13.627542428329116
64,39195,-0.17442441736292513,51.498932634406614,14.746228964752968
65,39196,-0.174447906052994,51.498943809279936,10.05790584379042
66,39197,-0.17444519892749785,51.49894712704301,10.486989533044651
67,39198,-0.17444996996663464,51.498946679873484,10.3179411266774
68,39203,-0.17446236219109926,51.498925422996805,7.488591067108311
69,39204,-0.17445795598752892,51.49893518083863,8.582874316877799
70,39205,-0.17442082994262417,51.498933211746916,15.422453183996693
71,39206,-0.1744208545136397,51.49893152477883,15.708226948308532
72,39215,-0.17443393485595238,51.49891546224852,14.76950010418599
73,39216,-0.17442928164472737,51.498913129252095,16.13971470906127
74,39223,-0.174421001089929,51.498934787438905,14.970123554966317
75,39227,-0.1743899044897792,51.49897390653533,29.638825905874448
76,39237,-0.1745001439262056,51.49897772926749,11.196949197366289
77,39238,-0.17449871087628877,51.498977840512744,11.255892399591104
78,39239,-0.17447090366215073,51.49896517223325,11.479930212263922
79,39240,-0.1744674978747103,51.498963362415864,11.472401642474145
80,39241,-0.17446490782288981,51.49896153748459,11.0827016014755
81,39246,-0.1744713633226747,51.498884156628364,8.33741259232101
82,39247,-0.17446494391407844,51.49889514378224,8.447837030255037
83,39248,-0.17445986049478687,51.49888760569331,10.034149303767856
84,39252,-0.17443544719314713,51.49878771747492,11.738783628222858
85,39253,-0.1744526142870662,51.498786316681034,5.691024692052963
86,39303,-0.17440988718718556,51.49878341975,19.826440126712615
87,39304,-0.17450344029001402,51.49897424379635,11.258437577475512
88,39305,-0.17451983430459142,51.498959550155114,11.246033780723513
89,39306,-0.17452543095156364,51.498962450550536,11.117663190176861
90,39307,-0.17452625860962215,51.49895857806552,11.144888506652386
91,39320,-0.1744278776696377,51.498972171993074,13.352346363200677
92,39334,-0.1744334866377616,51.498873313593265,20.176345443690487
93,39335,-0.1744032113328076,51.49886109142514,35.8862414337987
94,39347,-0.17435771105629497,51.49888450604435,42.62209007647838
95,39348,-0.17435594168696694,51.49888371379958,45.12158225437602
96,39349,-0.17435764331742964,51.498883287820405,43.12717002183078
97,39359,-0.1744669865793456,51.498846588619614,7.149758243193558
98,39364,-0.17436992694621697,51.498850624892015,37.39308444430561
99,39365,-0.17439524762484857,51.498863988956955,37.042400668064836
100,39366,-0.17436835912796286,51.49885026451801,37.74575315822481
101,39367,-0.17437718716767867,51.49886939424183,47.875979429760605
102,39371,-0.17444674855754616,51.49895038766457,10.5163090740784
103,39378,-0.17442660487282313,51.49882748744904,21.966614628477284
104,39379,-0.1744320227149994,51.498825278323835,18.938022517689923
105,39391,-0.1743690078300213,51.498818013525245,31.64875331973029
106,39392,-0.17437124859411768,51.49880987853291,31.120634269319705
107,39393,-0.1743749447718858,51.49882448552626,32.05134285839348
108,39394,-0.1745212382627771,51.49893344803201,7.455398896153692
109,39395,-0.17453324680959553,51.49892872461576,6.024118957046109
110,39396,-0.17452450589332602,51.49893614847329,8.186648929047251
111,39397,-0.17440034402327206,51.498839041271715,30.858201488547742
112,39398,-0.17439607536527055,51.498829209058535,33.67601462957069
113,39399,-0.17443433537696318,51.49887462264492,19.863608569387647
114,39400,-0.17443532850996987,51.498874028265845,19.540442089246653
115,39401,-0.17444145065709663,51.4988761459706,17.458797741838247
116,39409,-0.17452168240121183,51.49893870942812,9.056555333578286
117,39410,-0.17440394285296212,51.498897302064435,30.285414694902162
118,39411,-0.1744056509447879,51.4989008996202,28.275569146812227
119,39412,-0.17440055861334386,51.498899845556444,31.778911044384806
120,39413,-0.17443948661070638,51.49881409792184,12.14253864629265
121,39414,-0.17444817934716425,51.49882203806195,8.833368532295665
122,39415,-0.1743987941294507,51.498815540339415,30.8453820494392
123,39416,-0.17436909452744762,51.4989092980409,41.351987958380434
124,39417,-0.17438063352044297,51.49890797730542,41.68554314722664
125,39418,-0.17437853416611077,51.49891284953535,40.67395809538862
126,39419,-0.174368263652745,51.49884992110078,37.467293348821876
127,39420,-0.17440161717221653,51.498923524104875,23.47045856709541
128,39421,-0.17440197562570442,51.498922410077256,23.757431104127438
129,39422,-0.1744020794612416,51.498923523439586,23.31758006366913
130,39428,-0.17450582164139927,51.49878197507139,3.912120608640518
131,39429,-0.17452243492863198,51.49879024430562,4.163036487316018
132,39430,-0.1745030464736062,51.49879750218705,4.820400452923796
133,39433,-0.17449679234075813,51.4988415841706,5.240672016148505
134,39434,-0.17448107185889977,51.49883857281486,5.128092627831162
135,39437,-0.1744615854265827,51.49878558465642,4.456156506202178
136,39438,-0.17445632554413468,51.49894020159513,8.66320060930967
137,39440,-0.17448493240679733,51.49886387779459,5.980716821810134
138,39441,-0.17435149825979745,51.49886642989235,39.129582123952986
139,39465,-0.17435748046681593,51.49890257542293,41.495385633271546
