timestamp,pm1,pm2_5,pm10,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,temperature,humidity,luxLevel,motion,battery,gpsLatitude,gpsLongitude,gpsAccuracy
2020-08-10 13:41:39.121000,4.930771350860596,10.4011812210083,161.556640625,1997,32,21,20,12,6,6,7,3,2,3,1,2,1,1,12,38.70000076293945,22.700000762939453,0.0,None,-17608.0,51.49361,-0.1741263,14.0
2020-08-10 13:42:16.741000,4.348761558532715,6.205862045288086,42.57902145385742,1947,15,10,11,4,1,0,2,1,2,0,0,1,0,1,2,38.10000228881836,23.700000762939453,0.0,None,18739.0,51.49363,-0.1741168,130.0
2020-08-10 13:42:51.775000,4.251336097717285,6.814842224121094,32.3096809387207,1752,20,12,3,5,5,2,3,1,2,1,0,1,0,0,0,37.70000076293945,24.399999618530273,0.0,None,-23498.0,51.4936193,-0.1741036,14.0
2020-08-10 13:43:26.167000,4.048773765563965,7.7341461181640625,40.240203857421875,1678,17,11,7,8,9,3,4,0,1,0,0,0,1,0,2,37.400001525878906,25.0,0.0,None,-11141.0,51.4936184,-0.1740936,26.0
2020-08-10 13:44:05.729000,3.7392709255218506,6.432768821716309,39.934104919433594,1758,28,10,8,8,3,4,3,1,1,0,1,0,0,1,2,37.20000076293945,25.200000762939453,0.0,None,29561.0,51.4936169,-0.1741606,19.0
2020-08-10 13:44:42.709000,3.5545825958251953,5.965867042541504,21.02493667602539,1716,32,7,6,7,7,2,1,0,0,0,0,0,0,2,0,36.900001525878906,25.30000114440918,0.0,None,27866.0,51.4936237,-0.1740963,14.0
2020-08-10 13:45:19.047000,3.738295316696167,5.991349697113037,27.492605209350586,1735,32,10,6,6,5,2,1,0,0,0,0,0,0,1,2,36.79999923706055,25.200000762939453,0.0,None,-26492.0,51.4936044,-0.1741519,15.0
2020-08-10 13:45:55.402000,3.670473337173462,5.510469913482666,25.19864845275879,1720,31,10,5,4,3,2,1,1,1,0,0,0,0,0,2,36.60000228881836,25.0,0.0,None,27752.0,51.4936205,-0.1741162,14.0
2020-08-10 13:46:34.301000,3.6764461994171143,6.2457356452941895,40.132503509521484,1766,37,8,8,6,3,4,4,2,0,0,0,0,0,1,3,36.400001525878906,25.5,0.0,None,22177.0,51.493618,-0.1741034,12.0
2020-08-10 13:47:09.984000,4.127532482147217,5.546635627746582,12.42822265625,1865,42,12,6,1,3,0,0,0,0,0,0,0,0,0,1,36.29999923706055,25.399999618530273,0.0,None,24816.0,51.4936078,-0.1741465,14.0
2020-08-10 13:47:47.613000,3.749502658843994,5.668855667114258,22.25380516052246,1812,35,14,5,2,2,6,0,0,0,0,3,0,0,0,0,36.20000076293945,24.700000762939453,0.0,None,2051.0,51.4936106,-0.1741345,14.0
2020-08-10 13:48:26.537000,3.901007890701294,6.1061577796936035,27.31064796447754,1939,52,14,7,5,6,1,0,2,0,2,1,1,0,0,0,36.0,24.700000762939453,0.0,None,-3807.0,51.4936154,-0.1741377,14.0
2020-08-10 13:49:02.867000,3.8079733848571777,6.238354682922363,10.239267349243164,1748,59,14,7,5,3,5,1,0,0,0,0,0,0,0,0,35.79999923706055,24.600000381469727,0.0,None,13809.0,51.4936198,-0.1741086,15.0
2020-08-10 13:49:41.139000,3.97383975982666,6.191023826599121,20.669267654418945,1807,91,18,11,5,3,1,0,0,1,0,0,0,2,0,0,35.70000076293945,24.80000114440918,0.0,None,-22631.0,51.49361,-0.174122,16.0
2020-08-10 13:50:15.528000,3.7691292762756348,5.710620880126953,32.633026123046875,1544,97,14,6,3,3,0,2,0,2,0,0,0,0,0,3,35.5,25.30000114440918,0.0,None,-166.0,51.4936103,-0.1741187,14.0
2020-08-10 13:50:52.507000,3.3607099056243896,6.519838333129883,48.828189849853516,1410,130,21,11,4,7,4,3,1,4,0,1,1,1,0,2,35.400001525878906,25.0,0.0,None,7535.0,51.4935894,-0.1742803,14.0
2020-08-10 13:51:22.997000,3.107558488845825,7.392247676849365,56.30615997314453,785,202,42,11,6,6,4,5,0,3,1,0,1,1,2,1,35.29999923706055,30.5,0.0,None,25016.0,51.4934452,-0.1737005,11.0
2020-08-10 13:51:59.326000,1.8101530075073242,3.2894656658172607,10.922762870788574,612,122,15,4,1,1,3,1,0,0,0,0,0,0,0,1,35.29999923706055,32.20000076293945,0.0,None,10745.0,51.4932311,-0.1732455,19.0
2020-08-10 13:52:33.068000,2.225471258163452,5.411893367767334,44.418434143066406,628,166,29,15,8,1,6,1,1,1,1,2,2,0,0,2,35.60000228881836,32.0,0.0,None,32659.0,51.4928476,-0.172704,15.0
2020-08-10 13:53:04.203000,0.08240620791912079,0.20204612612724304,0.225273996591568,17,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35.79999923706055,32.79999923706055,0.0,None,15046.0,51.4925487,-0.1724211,17.0
2020-08-10 13:53:38.581000,0.12457640469074249,0.19509220123291016,0.19691556692123413,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.10000228881836,31.399999618530273,0.0,None,11228.0,51.492219,-0.1720782,18.0
